Species,Region,Season,Year,Metric,Value,Units,Note
Winter flounder,Southern New England / Mid-Atlantic,NA,2016,BBmsy,0.177000001,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,NA,FFmsy,NA,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2007,FFmsy,1.077000022,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2010,FFmsy,0.356999993,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2013,FFmsy,0.681999981,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,1.450000048,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2016,FFmsy,0.224999994,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2004,FFmsy,0.301999986,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,NA,FFmsy,NA,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2010,FFmsy,0.129999995,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2013,FFmsy,0.391000003,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,0.261000007,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2016,FFmsy,0.374000013,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,NA,FFmsy,1.187999964,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2007,FFmsy,2.595999956,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2010,FFmsy,0.175999999,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,0.49000001,ratio,NA
Winter flounder,Southern New England / Mid-Atlantic,NA,2016,FFmsy,0.617999971,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2005,BBmsy,0.51700002,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2008,BBmsy,0.934000015,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2008,BBmsy,0.934000015,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2010,BBmsy,1.728999972,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2011,BBmsy,1.552000046,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2012,BBmsy,1.192999959,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2013,BBmsy,0.885999978,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2014,BBmsy,0.903999984,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2015,BBmsy,0.944999993,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2016,BBmsy,1.174999952,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2017,BBmsy,1.258000016,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2018,BBmsy,1.276000023,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2005,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2008,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2008,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2010,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2011,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2012,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2013,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2014,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2015,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2016,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2017,FFmsy,NA,ratio,NA
Winter skate,Georges Bank / Southern New England,NA,2018,FFmsy,NA,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,NA,BBmsy,0.839999974,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2007,BBmsy,0.300000012,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2010,BBmsy,0.407999992,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2014,BBmsy,0.219999999,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2016,BBmsy,NA,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,NA,FFmsy,0.870000005,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2007,FFmsy,1.450000048,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2010,FFmsy,1.741000056,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2014,FFmsy,2.460000038,ratio,NA
Witch flounder,Northwestern Atlantic Coast,NA,2016,FFmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,NA,BBmsy,0.088,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,BBmsy,0.246999994,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2010,BBmsy,0.237000003,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,BBmsy,0.159999996,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,BBmsy,0.256999999,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2004,BBmsy,0.26699999,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,BBmsy,0.221000001,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2008,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2009,BBmsy,0.324000001,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2010,BBmsy,0.203999996,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2011,BBmsy,0.105999999,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2012,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2013,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2017,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2004,BBmsy,0.01,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,BBmsy,0.128000006,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2011,BBmsy,1.292999983,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,BBmsy,0.25999999,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,BBmsy,0.082000002,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,NA,BBmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,NA,FFmsy,4.412000179,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,FFmsy,1.725000024,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2010,FFmsy,1.38499999,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,FFmsy,2.289999962,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,FFmsy,1.149999976,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2004,FFmsy,4.760000229,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,FFmsy,1.156000018,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2008,FFmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2009,FFmsy,0.600000024,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2010,FFmsy,0.519999981,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2011,FFmsy,1.24000001,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2012,FFmsy,3.119999886,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2013,FFmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,FFmsy,0.284000009,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,FFmsy,0.200000003,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,NA,FFmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2017,FFmsy,NA,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2004,FFmsy,3.808000088,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2007,FFmsy,1.65199995,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2011,FFmsy,0.379999995,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2014,FFmsy,4.699999809,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2016,FFmsy,3.20600009,ratio,NA
Yellowtail flounder,Cape Cod / Gulf of Maine,NA,2017,FFmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,NA,BBmsy,0.088,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,BBmsy,0.246999994,ratio,NA
Yellowtail flounder,Georges Bank,NA,2010,BBmsy,0.237000003,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,BBmsy,0.159999996,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,BBmsy,0.256999999,ratio,NA
Yellowtail flounder,Georges Bank,NA,2004,BBmsy,0.26699999,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,BBmsy,0.221000001,ratio,NA
Yellowtail flounder,Georges Bank,NA,2008,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2009,BBmsy,0.324000001,ratio,NA
Yellowtail flounder,Georges Bank,NA,2010,BBmsy,0.203999996,ratio,NA
Yellowtail flounder,Georges Bank,NA,2011,BBmsy,0.105999999,ratio,NA
Yellowtail flounder,Georges Bank,NA,2012,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2013,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2017,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2004,BBmsy,0.01,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,BBmsy,0.128000006,ratio,NA
Yellowtail flounder,Georges Bank,NA,2011,BBmsy,1.292999983,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,BBmsy,0.25999999,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,BBmsy,0.082000002,ratio,NA
Yellowtail flounder,Georges Bank,NA,NA,BBmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,NA,FFmsy,4.412000179,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,FFmsy,1.725000024,ratio,NA
Yellowtail flounder,Georges Bank,NA,2010,FFmsy,1.38499999,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,FFmsy,2.289999962,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,FFmsy,1.149999976,ratio,NA
Yellowtail flounder,Georges Bank,NA,2004,FFmsy,4.760000229,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,FFmsy,1.156000018,ratio,NA
Yellowtail flounder,Georges Bank,NA,2008,FFmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2009,FFmsy,0.600000024,ratio,NA
Yellowtail flounder,Georges Bank,NA,2010,FFmsy,0.519999981,ratio,NA
Yellowtail flounder,Georges Bank,NA,2011,FFmsy,1.24000001,ratio,NA
Yellowtail flounder,Georges Bank,NA,2012,FFmsy,3.119999886,ratio,NA
Yellowtail flounder,Georges Bank,NA,2013,FFmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,FFmsy,0.284000009,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,FFmsy,0.200000003,ratio,NA
Yellowtail flounder,Georges Bank,NA,NA,FFmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2017,FFmsy,NA,ratio,NA
Yellowtail flounder,Georges Bank,NA,2004,FFmsy,3.808000088,ratio,NA
Yellowtail flounder,Georges Bank,NA,2007,FFmsy,1.65199995,ratio,NA
Yellowtail flounder,Georges Bank,NA,2011,FFmsy,0.379999995,ratio,NA
Yellowtail flounder,Georges Bank,NA,2014,FFmsy,4.699999809,ratio,NA
Yellowtail flounder,Georges Bank,NA,2016,FFmsy,3.20600009,ratio,NA
Yellowtail flounder,Georges Bank,NA,2017,FFmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,NA,BBmsy,0.088,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,BBmsy,0.246999994,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2010,BBmsy,0.237000003,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,BBmsy,0.159999996,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,BBmsy,0.256999999,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2004,BBmsy,0.26699999,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,BBmsy,0.221000001,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2008,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2009,BBmsy,0.324000001,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2010,BBmsy,0.203999996,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2011,BBmsy,0.105999999,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2012,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2013,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2017,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2004,BBmsy,0.01,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,BBmsy,0.128000006,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2011,BBmsy,1.292999983,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,BBmsy,0.25999999,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,BBmsy,0.082000002,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,NA,BBmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,NA,FFmsy,4.412000179,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,FFmsy,1.725000024,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2010,FFmsy,1.38499999,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,2.289999962,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,FFmsy,1.149999976,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2004,FFmsy,4.760000229,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,FFmsy,1.156000018,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2008,FFmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2009,FFmsy,0.600000024,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2010,FFmsy,0.519999981,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2011,FFmsy,1.24000001,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2012,FFmsy,3.119999886,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2013,FFmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,0.284000009,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,0.200000003,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,NA,FFmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2017,FFmsy,NA,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2004,FFmsy,3.808000088,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2007,FFmsy,1.65199995,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2011,FFmsy,0.379999995,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2014,FFmsy,4.699999809,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2016,FFmsy,3.20600009,ratio,NA
Yellowtail flounder,Southern New England / Mid-Atlantic,NA,2017,FFmsy,NA,ratio,NA
