"Species","Region","Year","Value","Metric","Description","Units","AssessmentYear","Age","Category"
"Black sea bass","Mid-Atlantic",1989,3014,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1990,3117,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1991,3418,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1992,2845,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1993,4016,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1994,2457,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1995,4162,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1996,3998,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1997,3442,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1998,2013,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1999,2495,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2000,3882,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2001,3703,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2002,4420,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2003,3436,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2004,2905,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2005,2469,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2006,2464,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2007,2451,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2008,2145,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2009,2086,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",2010,2950,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Black sea bass","Mid-Atlantic",1968,1930,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1969,1869,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1970,2028,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1971,1106,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1972,1573,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1973,2260,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1974,2348,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1975,3471,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1976,3452,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1977,4252,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1978,3364,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1979,1841,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1980,1992,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1981,1791,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1982,5771,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1983,3533,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1984,2650,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1985,2632,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1986,7761,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1987,2853,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1988,3430,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1989,3014,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1990,3117,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1991,3418,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1992,2845,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1993,4016,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1994,2457,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1995,4162,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1996,3998,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1997,3442,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1998,2013,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1999,2495,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2000,3882,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2001,3703,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2002,4420,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2003,3436,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2004,2905,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2005,2469,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2006,2464,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2007,2451,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2008,2145,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",2009,2086,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Black sea bass","Mid-Atlantic",1968,0.579999983310699,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1969,0.449999988079071,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1970,0.430000007152557,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1971,0.200000002980232,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1972,0.230000004172325,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1973,0.28999999165535,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1974,0.280000001192093,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1975,0.430000007152557,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1976,0.509999990463257,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1977,0.740000009536743,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1978,0.649999976158142,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1979,0.340000003576279,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1980,0.340000003576279,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1981,0.259999990463257,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1982,0.790000021457672,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1983,0.620000004768372,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1984,0.479999989271164,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1985,0.400000005960464,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1986,1.25999999046326,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1987,0.670000016689301,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1988,0.899999976158142,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1989,0.889999985694885,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1990,0.959999978542328,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1991,1,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1992,0.75,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1993,0.899999976158142,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1994,0.519999980926514,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1995,0.889999985694885,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1996,1.14999997615814,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1997,1.01999998092651,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1998,0.620000004768372,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1999,0.620000004768372,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2000,0.970000028610229,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2001,1.16999995708466,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2002,1.02999997138977,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2003,0.870000004768372,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2004,0.680000007152557,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2005,0.46000000834465,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2006,0.449999988079071,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2007,0.430000007152557,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2008,0.349999994039536,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",2009,0.28999999165535,"Fmort","Mean F, Ages 2-7+","Rate",2010,"Ages 2-7+","Other"
"Black sea bass","Mid-Atlantic",1968,22556230,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1969,21069694,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1970,22637444,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1971,21966292,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1972,29629776,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1973,25139342,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1974,22722536,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1975,26241148,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1976,32877712,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1977,26284064,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1978,23619714,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1979,22538536,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1980,31067736,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1981,24979776,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1982,24978532,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1983,26440440,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1984,29943156,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1985,31440466,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1986,27923800,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1987,24040976,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1988,28098568,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1989,25835486,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1990,30821600,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1991,33983920,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1992,26741282,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1993,21855960,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1994,24013868,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1995,28566124,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1996,30323984,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1997,22356480,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1998,21362296,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1999,31182480,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2000,56391208,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2001,26140500,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2002,39800964,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2003,26557268,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2004,20012944,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2005,23817546,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2006,23137536,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2007,28380716,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2008,26092674,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",2009,27404684,"Recruitment","Abundance, Age 1","Number",2010,"Age 1","Other"
"Black sea bass","Mid-Atlantic",1968,5692,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1969,6441,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1970,7275,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1971,7823,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1972,9543,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1973,10982,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1974,11862,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1975,12161,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1976,11019,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1977,10392,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1978,9035,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1979,8275,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1980,9181,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1981,10126,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1982,11620,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1983,8708,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1984,8168,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1985,8951,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1986,10260,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1987,6987,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1988,7343,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1989,6630,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1990,6525,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1991,6449,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1992,6821,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1993,7640,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1994,6708,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1995,7313,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1996,6599,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1997,6096,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1998,5987,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1999,7143,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2000,8175,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2001,9886,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2002,12556,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2003,12570,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2004,12453,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2005,12021,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2006,11824,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2007,11638,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2008,11937,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",2009,12978,"Biomass","Spawning Stock Biomass","Metric Tons",2010,"No age","Spawning Stock"
"Black sea bass","Mid-Atlantic",1968,1930,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1969,1869,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1970,2028,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1971,1106,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1972,1573,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1973,2260,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1974,2348,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1975,3471,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1976,3452,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1977,4252,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1978,3364,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1979,1841,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1980,1992,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1981,1779,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1982,5756,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1983,3533,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1984,2650,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1985,2632,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1986,7761,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1987,2853,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1988,3430,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1989,2960,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1990,3085,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1991,3411,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1992,2784,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1993,3890,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1994,2445,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1995,4143,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1996,3805,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1997,3428,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1998,1954,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",1999,2474,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",2000,3870,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
"Black sea bass","Mid-Atlantic",2001,3650,"Catch","Modeled Catch","Metric Tons",2009,"No age","Other"
